Filename,MethodName,LineNumber,Length,Parameters,IfDepth,CyclomaticComplexity,Toxicity
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.PostgreSQL_ArraySlice_NaoDeveOcultarParametroReal,260,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.PostgreSQL_ArraySliceSemLimiteInferior_NaoDeveCriarParametro,266,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.PostgreSQL_ParametroEmSubscrito_DeveSerReconhecido,272,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.PostgreSQL_ParametroAposEspaco_DeveSerReconhecido,278,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.Firebird_QQuote_NaoDeveCriarParametro,283,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.Firebird_ArrayComLimitesExplicitos_NaoDeveCriarParametro,289,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.Firebird_ArrayElement_ComParametro_DeveReconhecerParametro,295,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.Firebird_LabelPSQL_NaoDeveCriarParametro,301,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.Firebird_ExecuteBlock_VariavelPSQL_NaoDeveCriarParametro,307,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.Firebird_ExecuteBlock_ParametroExterno_DeveSerReconhecido,314,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.Firebird_StoredProcedure_VariavelPSQL_NaoDeveCriarParametro,320,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.InterBase_StoredProcedure_VariavelPSQL_NaoDeveCriarParametro,327,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.InterBase_ArraySlice_NaoDeveCriarParametro,334,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.SQLServer_IdentificadorComColchetes_NaoDeveCriarParametro,340,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.SQLServer_Label_NaoDeveCriarParametro,346,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.SQLServer_ParametroAdjacenteAKeyword_DeveSerReconhecido,352,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.SQLServer_JSONObject_SeparadorColon_NaoDeveCriarParametro,358,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.SQLServer_JSONObject_ParametroEmExpressao_DeveSerReconhecido,364,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.SQLServer_JSONObject_Aninhado_NaoDeveCriarParametro,370,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.SQLServer_JSONObject_Aninhado_DevePreservarParametroReal,376,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.SQLServer_ComentarioDeBlocoAninhado_NaoDeveCriarParametro,382,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.SQLServer_JSONObject_ParametroNoValor_DeveSerReconhecido,388,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.MySQL_IdentificadorComBacktick_NaoDeveCriarParametro,394,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.MySQL_StringComEscapeBackslash_NaoDeveCriarParametro,400,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.MySQL_ComentarioHash_NaoDeveCriarParametro,406,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.MySQL_DoisHifensSemEspaco_NaoDevemOcultarParametroReal,412,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.MySQL_DoisHifensComEspaco_DevemIniciarComentario,418,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.MySQL_Label_NaoDeveCriarParametro,424,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.MySQL_ParametroAdjacenteAKeyword_DeveSerReconhecido,430,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.SQLite_IdentificadorComColchetes_NaoDeveCriarParametro,436,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.SQLite_IdentificadorComBacktick_NaoDeveCriarParametro,442,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.Oracle_QQuote_NaoDeveCriarParametro,448,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.Oracle_NQQuote_NaoDeveCriarParametro,454,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.Oracle_AtribuicaoPLSQL_NaoDeveCriarParametro,460,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.Oracle_JSONObject_SeparadorColon_NaoDeveOcultarParametroReal,466,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.Oracle_JSONObject_ParametroNoValor_DeveSerReconhecido,473,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.Oracle_JSONObject_ParametroEmExpressao_DeveSerReconhecido,487,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.Oracle_Trigger_Pseudoregistros_NaoDevemCriarParametros,494,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.DB2_Label_NaoDeveCriarParametro,502,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.DB2_ParametroAdjacenteAKeyword_DeveSerReconhecido,509,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.SQLAnywhere_IdentificadorComColchetes_NaoDeveCriarParametro,515,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.SQLAnywhere_Label_NaoDeveCriarParametro,521,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.SQLAnywhere_ParametroAdjacenteAKeyword_DeveSerReconhecido,527,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.SQLAnywhere_ComentarioDeBlocoAninhado_NaoDeveCriarParametro,533,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.SQLAnywhere_ComentarioDoubleSlash_NaoDeveCriarParametro,539,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.Informix_SeparadorDeCatalogo_NaoDeveCriarParametro,545,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.Informix_SeparadorDeCatalogoRemoto_NaoDeveCriarParametro,551,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.Informix_QualificacaoDeColuna_NaoDeveCriarParametro,557,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.Informix_ParametroAdjacenteAKeyword_DeveSerReconhecido,563,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.Access_IdentificadorComColchetes_NaoDeveCriarParametro,569,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Validation\Rick.SQL.Tests.Parameter.Validator.pas,TRickSQLParameterValidatorTests.Access_LiteralDataHora_NaoDeveCriarParametro,575,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Transaction\Rick.SQL.Tests.Transaction.pas,TRickSQLTransactionTests.ForceActiveInspectionFailure,118,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Transaction\Rick.SQL.Tests.Transaction.pas,TRickSQLTransactionTests.Active_TransacaoInativa_DeveRetornarFalse,215,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Transaction\Rick.SQL.Tests.Transaction.pas,TRickSQLTransactionTests.Active_ConexaoNil_DevePreservarContratoFalse,221,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\ClientLibrary\Rick.SQL.Tests.ClientLibrary.VendorLibrary.pas,TRickSQLTestDriverProvider.Engine,99,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\ClientLibrary\Rick.SQL.Tests.ClientLibrary.VendorLibrary.pas,TRickSQLTestDriverProvider.Definition,104,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Driver\Rick.SQL.Tests.Driver.ProviderReuse.pas,TRickSQLControlledProvider.Engine,74,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Facade\Rick.SQL.Tests.Fluent.Lifecycle.pas,TRickSQLFluentLifecycleTests.NewSQLiteRick,104,1,0,0,1,0,054
C:\Projects\Language\Delphi\Middleware\RickSQL\tests\src\Materialization\Rick.SQL.Tests.DataSet.Materializer.pas,TRickSQLFetchProbeMemTable.FetchAll,46,1,0,0,1,0,054
